"","Realm_GETL1","Code","Biome..GET.L3._Ecosystem_Fuctional_Groups..GET.Level.3.","EcosystemType_GETLevel5_6","RLE_2025","EPL_2025","IUCN_GET_2025_L2","IUCN_GET_2022_L3","GET_L2.text","GET_L3.text"
"1073","Marine","Ags18","Sandy shelves","Agulhas Sandy Outer Shelf","NT","PP","M1","M1.7","Marine shelfs","Subtidal sand beds"
"1074","Marine","SHa9","Rocky shores","Agulhas Sheltered Rocky Shore","EN","PP","MT1","MT1.1","Shoreline systems","Rocky shores"
"1075","Marine","SHa10","Rocky shores","Agulhas Stromatolite Mixed Shore","VU","PP","MT1","MT1.1","Shoreline systems","Rocky shores"
"1076","Marine","Ags19","Canyons","Agulhas Upper Canyon","LC","MP","M3","M3.2","Deep sea floors","Marine canyons"
"1077","Marine","SHa11","Rocky shores","Agulhas Very Exposed Rocky Shore","LC","PP","MT1","MT1.1","Shoreline systems","Rocky shores"
"1078","Marine","SHa12","Rocky shores","Agulhas Very Exposed Stromatolite Rocky Shore","NT","MP","MT1","MT1.1","Shoreline systems","Rocky shores"
"1079","Marine","Ntl1","Photic rocky reefs","Aliwal Shoal Reef Complex","CR","MP","M1","M1.6","Marine shelfs","Subtidal rocky reefs"
"1080","Marine","Ags20","Mesophotic and sub-photic rocky shelves","Alphard Bank","LC","WP","M1","M1.5","Marine shelfs","Photo-limited marine animal forests"
"1081","Marine","Ags21","Mesophotic and sub-photic rocky shelves","Amathole Hard Shelf Edge","NT","MP","M3","M3.5","Deep sea floors","Deepwater biogenic beds"
"1082","Marine","Ntl2","Mesophotic and sub-photic rocky shelves","Amathole Lace Corals","LC","PP","M1","M1.5","Marine shelfs","Photo-limited marine animal forests"
"1083","Marine","SoB11","Mesophotic and sub-photic rocky shelves","Browns Bank Rocky Shelf Edge","CR","PP","M1","M1.5","Marine shelfs","Photo-limited marine animal forests"
"1084","Marine","SeA1","Abyssal plains","Cape Basin Abyss","LC","PP","M3","M3.3","Deep sea floors","Abyssal plains"
"1085","Marine","SeA2","Abyssal plains","Cape Basin Complex Abyss","LC","PP","M3","M3.3","Deep sea floors","Abyssal plains"
"1086","Marine","SHc1","Boulder/cobble shores","Cape Boulder Shore","VU","MP","MT1","MT1.4","Shoreline systems","Boulder and cobble shores"
"1087","Marine","SHc2","Rocky shores","Cape Exposed Rocky Shore","VU","MP","MT1","MT1.1","Shoreline systems","Rocky shores"
"1088","Marine","SHi2","Rocky shores","Cape Island","EN","MP","MT1","MT1.1","Shoreline systems","Rocky shores"
"1089","Marine","Kf2","Kelp forests","Cape Kelp Forest","VU","PP","M1","M1.2","Marine shelfs","Kelp forests"
"1090","Marine","SoB1","Canyons","Cape Lower Canyon","EN","NP","M3","M3.2","Deep sea floors","Marine canyons"
"1091","Marine","SHc3","Rocky shores","Cape Mixed Shore","EN","PP","MT1","MT1.1","Shoreline systems","Rocky shores"
"1092","Marine","Cpe2","Photic rocky reefs","Cape Rocky Inner Shelf","VU","PP","M1","M1.6","Marine shelfs","Subtidal rocky reefs"
"1093","Marine","Cpe3","Mesophotic and sub-photic rocky shelves","Cape Rocky Mid Shelf Mosaic","VU","PP","M1","M1.5","Marine shelfs","Photo-limited marine animal forests"
"1094","Marine","Cpe4","Sandy shelves","Cape Sandy Inner Shelf","NT","PP","M1","M1.7","Marine shelfs","Subtidal sand beds"
"1095","Marine","SHc4","Rocky shores","Cape Sheltered Rocky Shore","EN","NP","MT1","MT1.1","Shoreline systems","Rocky shores"
"1096","Marine","SoB2","Canyons","Cape Upper Canyon","EN","PP","M3","M3.2","Deep sea floors","Marine canyons"
"1097","Marine","SHc5","Rocky shores","Cape Very Exposed Rocky Shore","LC","MP","MT1","MT1.1","Shoreline systems","Rocky shores"
"1098","Marine","Ags11","Mesophotic and sub-photic rocky shelves","Central Agulhas Outer Shelf Mosaic","LC","MP","M1","M1.5","Marine shelfs","Photo-limited marine animal forests"
"1099","Marine","SoB3","Mesophotic and sub-photic rocky shelves","Childs Bank Coral","VU","MP","M1","M1.5","Marine shelfs","Photo-limited marine animal forests"
"1100","Marine","SoB4","Sandy shelves","Childs Bank Plateau","LC","WP","M1","M1.7","Marine shelfs","Subtidal sand beds"
"1101","Marine","Dlg1","Sandy shelves","Delagoa Deep Shelf Edge","LC","WP","M1","M1.7","Marine shelfs","Subtidal sand beds"
"1102","Marine","Dlg2","Canyons","Delagoa Lower Canyon","LC","WP","M3","M3.2","Deep sea floors","Marine canyons"
"1103","Marine","SHd1","Rocky shores","Delagoa Mixed Shore","LC","WP","MT1","MT1.1","Shoreline systems","Rocky shores"
"1104","Marine","Dlg3","Mesophotic and sub-photic rocky shelves","Delagoa Rocky Mid Shelf","LC","WP","M1","M1.5","Marine shelfs","Photo-limited marine animal forests"
"1105","Marine","Dlg4","Sandy shelves","Delagoa Sandy Inner Shelf","LC","WP","M1","M1.7","Marine shelfs","Subtidal sand beds"
"1106","Marine","Dlg5","Sandy shelves","Delagoa Sandy Mid Shelf","LC","WP","M1","M1.7","Marine shelfs","Subtidal sand beds"
"1107","Marine","Dlg6","Sandy shelves","Delagoa Shelf Edge","LC","WP","M1","M1.7","Marine shelfs","Subtidal sand beds"
"1108","Marine","Dlg7","Canyons","Delagoa Upper Canyon","LC","WP","M3","M3.2","Deep sea floors","Marine canyons"
"1109","Marine","SHd2","Rocky shores","Delagoa Very Exposed Rocky Shore","LC","WP","MT1","MT1.1","Shoreline systems","Rocky shores"
"1110","Marine","NtB1","Photic rocky reefs","Durnford Inner Shelf Reef Complex","EN","PP","M1","M1.6","Marine shelfs","Subtidal rocky reefs"
"1111","Marine","NtB2","Mesophotic and sub-photic rocky shelves","Durnford Mid Shelf Reef Complex","VU","MP","M1","M1.5","Marine shelfs","Photo-limited marine animal forests"
"1112","Marine","Ags12","Mesophotic and sub-photic rocky shelves","Eastern Agulhas Outer Shelf Mosaic","LC","PP","M1","M1.5","Marine shelfs","Photo-limited marine animal forests"
"1113","Marine","Ags23","Photic rocky reefs","Kei Fluvial Fan","EN","MP","M1","M1.6","Marine shelfs","Subtidal rocky reefs"
"1114","Marine","Ntl3","Mesophotic and sub-photic rocky shelves","Kei Reef Mosaic","EN","MP","M1","M1.5","Marine shelfs","Photo-limited marine animal forests"
"1115","Marine","Ags24","Mesophotic and sub-photic rocky shelves","Kingklip Koppies","NT","NP","M1","M1.5","Marine shelfs","Photo-limited marine animal forests"
"1116","Marine","SwI7","Deepwater biogenic beds","Kingklip Ridge","EN","MP","M3","M3.4","Deep sea floors","Seamounts, ridges and plateaus"
"1117","Marine","Dlg8","Photic coral reefs","Kosi Coral Community","VU","WP","M1","M1.3","Marine shelfs","Photic coral reefs"
"1118","Marine","NtB3","Sandy shelves","KZN Bight Deep Shelf Edge","EN","PP","M1","M1.7","Marine shelfs","Subtidal sand beds"
"1119","Marine","NtB5","Mesophotic and sub-photic rocky shelves","KZN Bight Mid Shelf Mosaic","EN","PP","M1","M1.5","Marine shelfs","Photo-limited marine animal forests"
"1120","Marine","NtB4","Mesophotic and sub-photic rocky shelves","KZN Bight Mid Shelf Reef Complex","EN","NP","M1","M1.5","Marine shelfs","Photo-limited marine animal forests"
"1121","Marine","NtB6","Muddy shelves","KZN Bight Muddy Inner Shelf","CR","MP","M1","M1.8","Marine shelfs","Subtidal mud plains"
"1122","Marine","NtB7","Muddy shelves","KZN Bight Muddy Shelf Edge","VU","MP","M1","M1.8","Marine shelfs","Subtidal mud plains"
"1123","Marine","NtB8","Mesophotic and sub-photic rocky shelves","KZN Bight Outer Shelf Mosaic","VU","PP","M1","M1.5","Marine shelfs","Photo-limited marine animal forests"
"1124","Marine","NtB9","Sandy shelves","KZN Bight Sandy Inner Shelf","EN","PP","M1","M1.7","Marine shelfs","Subtidal sand beds"
"1125","Marine","Dlg9","Photic coral reefs","Leadsman Coral Community","VU","WP","M1","M1.3","Marine shelfs","Photic coral reefs"
"1126","Marine","SHn1","Rocky shores","Namaqua Exposed Rocky Shore","EN","PP","MT1","MT1.1","Shoreline systems","Rocky shores"
"1127","Marine","Kf3","Kelp forests","Namaqua Kelp Forest","VU","PP","M1","M1.2","Marine shelfs","Kelp forests"
"1128","Marine","Nmq1","Mesophotic and sub-photic rocky shelves","Namaqua Mid Shelf Fossils","LC","WP","M1","M1.5","Marine shelfs","Photo-limited marine animal forests"
"1129","Marine","SHn2","Rocky shores","Namaqua Mixed Shore","EN","PP","MT1","MT1.1","Shoreline systems","Rocky shores"
"1130","Marine","Nmq2","Muddy shelves","Namaqua Muddy Mid Shelf Mosaic","LC","PP","M1","M1.8","Marine shelfs","Subtidal mud plains"
"1131","Marine","SoB7","Muddy shelves","Namaqua Muddy Sands","LC","NP","M1","M1.8","Marine shelfs","Subtidal mud plains"
"1132","Marine","Nmq3","Sandy shelves","Namaqua Sandy Inner Shelf","LC","MP","M1","M1.7","Marine shelfs","Subtidal sand beds"
"1133","Marine","SHn5","Sandy shelves","Namaqua Sandy Mid Shelf","LC","PP","M1","M1.7","Marine shelfs","Subtidal sand beds"
"1134","Marine","SHn3","Rocky shores","Namaqua Sheltered Rocky Shore","EN","PP","MT1","MT1.1","Shoreline systems","Rocky shores"
"1135","Marine","SHn4","Rocky shores","Namaqua Very Exposed Rocky Shore","EN","PP","MT1","MT1.1","Shoreline systems","Rocky shores"
"1136","Marine","SHna1","Boulder/cobble shores","Natal Boulder Shore","VU","WP","MT1","MT1.4","Shoreline systems","Boulder and cobble shores"
"1137","Marine","Ntl4","Sandy shelves","Natal Deep Shelf Edge","LC","MP","M1","M1.7","Marine shelfs","Subtidal sand beds"
"1138","Marine","SHnad2","Sandy shores","Natal Delagoa Dissipative Intermediate Sandy Shore","LC","WP","MT1","MT1.3","Shoreline systems","Sandy shores"
"1139","Marine","SHnad1","Sandy shores","Natal Delagoa Dissipative Sandy Shore","NT","NP","MT1","MT1.3","Shoreline systems","Sandy shores"
"1140","Marine","SHnad3","Sandy shores","Natal Delagoa Intermediate Sandy Shore","NT","WP","MT1","MT1.3","Shoreline systems","Sandy shores"
"1141","Marine","SHnad4","Sandy shores","Natal Delagoa Reflective Sandy Shore","EN","WP","MT1","MT1.3","Shoreline systems","Sandy shores"
"1142","Marine","SHna2","Rocky shores","Natal Exposed Rocky Shore","NT","WP","MT1","MT1.1","Shoreline systems","Rocky shores"
"1143","Marine","Ntl7","Canyons","Natal Lower Canyon","LC","MP","M3","M3.2","Deep sea floors","Marine canyons"
"1144","Marine","SHna3","Rocky shores","Natal Mixed Shore","VU","MP","MT1","MT1.1","Shoreline systems","Rocky shores"
"1145","Marine","Ntl9","Canyons","Natal Upper Canyon","LC","WP","M3","M3.2","Deep sea floors","Marine canyons"
"1146","Marine","SHna4","Rocky shores","Natal Very Exposed Rocky Shore","NT","MP","MT1","MT1.1","Shoreline systems","Rocky shores"
"1147","Marine","Nmq5","Muddy shelves","Orange Cone Inner Shelf Mud Reef Mosaic","CR","NP","M1","M1.8","Marine shelfs","Subtidal mud plains"
"1148","Marine","Nmq6","Muddy shelves","Orange Cone Muddy Mid Shelf","EN","NP","M1","M1.8","Marine shelfs","Subtidal mud plains"
"1149","Marine","Ntl13","Photic rocky reefs","Port St Johns Inner Shelf Mosaic","VU","MP","M1","M1.6","Marine shelfs","Subtidal rocky reefs"
"1150","Marine","Ntl14","Muddy shelves","Port St Johns Muddy Mid Shelf","VU","MP","M1","M1.8","Marine shelfs","Subtidal mud plains"
"1151","Marine","Ntl15","Muddy shelves","Port St Johns Muddy Shelf Edge","VU","MP","M1","M1.8","Marine shelfs","Subtidal mud plains"
"1152","Marine","Ntl16","Mesophotic and sub-photic rocky shelves","Protea Mid Shelf Reef Complex","EN","MP","M1","M1.5","Marine shelfs","Photo-limited marine animal forests"
"1153","Marine","Dlg10","Photic coral reefs","Sodwana Coral Community","VU","WP","M1","M1.3","Marine shelfs","Photic coral reefs"
"1154","Marine","SeA3","Slopes","Southeast Atlantic Lower Slope","LC","NP","M3","M3.1","Deep sea floors","Continental and island slopes"
"1155","Marine","SeA4","Slopes","Southeast Atlantic Mid Slope","LC","NP","M3","M3.1","Deep sea floors","Continental and island slopes"
"1156","Marine","SeA5","Seamounts","Southeast Atlantic Seamount","LC","WP","M3","M3.4","Deep sea floors","Seamounts, ridges and plateaus"
"1157","Marine","SeA6","Seamounts","Southeast Atlantic Slope Seamount","LC","WP","M3","M3.4","Deep sea floors","Seamounts, ridges and plateaus"
"1158","Marine","SeA7","Slopes","Southeast Atlantic Upper Slope","LC","PP","M3","M3.1","Deep sea floors","Continental and island slopes"
"1159","Marine","SHsb2","Sandy shores","Southern Benguela Dissipative Intermediate Sandy Shore","LC","MP","MT1","MT1.3","Shoreline systems","Sandy shores"
"1160","Marine","SHsb1","Sandy shores","Southern Benguela Dissipative Sandy Shore","LC","WP","MT1","MT1.3","Shoreline systems","Sandy shores"
"1161","Marine","SHsb3","Sandy shores","Southern Benguela Intermediate Sandy Shore","NT","PP","MT1","MT1.3","Shoreline systems","Sandy shores"
"1162","Marine","SoB6","Muddy shelves","Southern Benguela Muddy Outer Shelf Mosaic","LC","NP","M1","M1.8","Marine shelfs","Subtidal mud plains"
"1163","Marine","SoB8","Muddy shelves","Southern Benguela Muddy Shelf Edge","EN","PP","M1","M1.8","Marine shelfs","Subtidal mud plains"
"1164","Marine","SoB9","Mesophotic and sub-photic rocky shelves","Southern Benguela Outer Shelf Mosaic","LC","NP","M1","M1.5","Marine shelfs","Photo-limited marine animal forests"
"1165","Marine","SHsb4","Sandy shores","Southern Benguela Reflective Sandy Shore","EN","PP","M1","M1.3","Marine shelfs","Photic coral reefs"
"1166","Marine","SoB10","Mesophotic and sub-photic rocky shelves","Southern Benguela Rocky Shelf Edge","VU","PP","M1","M1.5","Marine shelfs","Photo-limited marine animal forests"
"1167","Marine","SoB12","Sandy shelves","Southern Benguela Sandy Outer Shelf","LC","PP","M1","M1.7","Marine shelfs","Subtidal sand beds"
"1168","Marine","SoB13","Sandy shelves","Southern Benguela Sandy Shelf Edge","VU","PP","M1","M1.7","Marine shelfs","Subtidal sand beds"
"1169","Marine","SoB5","Mesophotic and sub-photic rocky shelves","Southern Benguela Shelf Edge Mosaic","LC","NP","M1","M1.5","Marine shelfs","Photo-limited marine animal forests"
"1170","Marine","Ntl5","Photic rocky reefs","Southern KZN Inner Shelf Mosaic","EN","PP","M1","M1.6","Marine shelfs","Subtidal rocky reefs"
"1171","Marine","Ntl6","Mesophotic and sub-photic rocky shelves","Southern KZN Mid Shelf Mosaic","EN","MP","M1","M1.5","Marine shelfs","Photo-limited marine animal forests"
"1172","Marine","Ntl8","Mesophotic and sub-photic rocky shelves","Southern KZN Shelf Edge Mosaic","NT","WP","M1","M1.5","Marine shelfs","Photo-limited marine animal forests"
"1173","Marine","SwI10","Slopes","Southwest Indian Lower Slope","LC","NP","M3","M3.1","Deep sea floors","Continental and island slopes"
"1174","Marine","SwI11","Slopes","Southwest Indian Mid Slope","LC","PP","M3","M3.1","Deep sea floors","Continental and island slopes"
"1175","Marine","SwI12","Seamounts","Southwest Indian Seamount","LC","WP","M3","M3.4","Deep sea floors","Seamounts, ridges and plateaus"
"1176","Marine","SwI13","Seamounts","Southwest Indian Slope Seamount","LC","NP","M3","M3.4","Deep sea floors","Seamounts, ridges and plateaus"
"1177","Marine","SwI14","Slopes","Southwest Indian Upper Slope","LC","MP","M3","M3.1","Deep sea floors","Continental and island slopes"
"1178","Marine","Dlg11","Mesophotic and sub-photic rocky shelves","St Lucia Mid Shelf Mosaic","LC","WP","M1","M1.5","Marine shelfs","Photo-limited marine animal forests"
"1179","Marine","NtB10","Sandy shelves","St Lucia Sandy Inner Shelf","LC","WP","M1","M1.7","Marine shelfs","Subtidal sand beds"
"1180","Marine","NtB11","Sandy shelves","St Lucia Sandy Mid Shelf","VU","MP","M1","M1.7","Marine shelfs","Subtidal sand beds"
"1181","Marine","Ntl17","Photic rocky reefs","Trafalgar Reef Complex","EN","PP","M1","M1.6","Marine shelfs","Subtidal rocky reefs"
"1182","Marine","SwI9","Abyssal plains","Transkei Basin Abyss","LC","NP","M3","M3.3","Deep sea floors","Abyssal plains"
"1183","Marine","SwI15","Canyons","uThukela Canyon","LC","NP","M3","M3.2","Deep sea floors","Marine canyons"
"1184","Marine","NtB12","Mesophotic and sub-photic rocky shelves","uThukela Mid Shelf Mosaic","VU","MP","M1","M1.5","Marine shelfs","Photo-limited marine animal forests"
"1185","Marine","NtB13","Muddy shelves","uThukela Mid Shelf Mud Coarse Sediment Mosaic","VU","MP","M1","M1.8","Marine shelfs","Subtidal mud plains"
"1186","Marine","NtB14","Muddy shelves","uThukela Outer Shelf Muddy Reef Mosaic","VU","MP","M1","M1.8","Marine shelfs","Subtidal mud plains"
"1187","Marine","Ags13","Mesophotic and sub-photic rocky shelves","Western Agulhas Outer Shelf Mosaic","VU","NP","M1","M1.5","Marine shelfs","Photo-limited marine animal forests"
"1188","Marine","Ntl10","Photic rocky reefs","Wild Coast Inner Shelf Mosaic","VU","MP","M1","M1.6","Marine shelfs","Subtidal rocky reefs"
"1189","Marine","Ntl11","Mesophotic and sub-photic rocky shelves","Wild Coast Mid Shelf Mosaic","LC","MP","M1","M1.5","Marine shelfs","Photo-limited marine animal forests"
"1190","Freshwater_Wetland","","","Albany Thicket_Depression","VU","MP","F2","F2.5","Lakes","Ephemeral freshwater lakes"
"1191","Freshwater_Wetland","","","Albany Thicket_Floodplain","LC","NP","TF1","TF1.5","Palustrine wetlands","Episodic arid floodplains"
"1192","Freshwater_Wetland","","","Albany Thicket_Seep","VU","PP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1193","Freshwater_Wetland","","","Albany Thicket_Unchannelled valley-bottom","VU","NP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1194","Freshwater_Wetland","","","Bushmanland_Depression","CR","PP","F2","F2.5","Lakes","Ephemeral freshwater lakes"
"1195","Freshwater_Wetland","","","Bushmanland_Floodplain","LC","PP","TF1","TF1.5","Palustrine wetlands","Episodic arid floodplains"
"1196","Freshwater_Wetland","","","Bushmanland_Seep","LC","PP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1197","Freshwater_Wetland","","","Bushmanland_Unchannelled valley-bottom","LC","MP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1198","Freshwater_Wetland","","","Central Bushveld_Depression","CR","PP","F2","F2.5","Lakes","Ephemeral freshwater lakes"
"1199","Freshwater_Wetland","","","Central Bushveld_Floodplain","EN","PP","TF1","TF1.5","Palustrine wetlands","Episodic arid floodplains"
"1200","Freshwater_Wetland","","","Central Bushveld_Seep","VU","PP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1201","Freshwater_Wetland","","","Central Bushveld_Unchannelled valley-bottom","VU","PP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1202","Freshwater_Wetland","","","Drakensberg Grassland_Depression","CR","PP","F2","F2.3","Lakes","Seasonal freshwater lakes"
"1203","Freshwater_Wetland","","","Drakensberg Grassland_Floodplain","LC","PP","TF1","TF1.4","Palustrine wetlands","Seasonal floodplain marshes"
"1204","Freshwater_Wetland","","","Drakensberg Grassland_Seep","VU","PP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1205","Freshwater_Wetland","","","Drakensberg Grassland_Unchannelled valley-bottom","EN","NP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1206","Freshwater_Wetland","","","Dry Highveld Grassland_Depression","CR","PP","F2","F2.3","Lakes","Seasonal freshwater lakes"
"1207","Freshwater_Wetland","","","Dry Highveld Grassland_Floodplain","EN","PP","TF1","TF1.4","Palustrine wetlands","Seasonal floodplain marshes"
"1208","Freshwater_Wetland","","","Dry Highveld Grassland_Seep","LC","PP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1209","Freshwater_Wetland","","","Dry Highveld Grassland_Unchannelled valley-bottom","EN","PP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1210","Freshwater_Wetland","","","East Coast Renosterveld_Depression","CR","WP","F2","F2.5","Lakes","Ephemeral freshwater lakes"
"1211","Freshwater_Wetland","","","East Coast Renosterveld_Floodplain","VU","NP","TF1","TF1.5","Palustrine wetlands","Episodic arid floodplains"
"1212","Freshwater_Wetland","","","East Coast Renosterveld_Seep","VU","PP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1213","Freshwater_Wetland","","","East Coast Renosterveld_Unchannelled valley-bottom","VU","MP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1214","Freshwater_Wetland","","","Eastern Fynbos-Renosterveld_Depression","EN","PP","F2","F2.5","Lakes","Ephemeral freshwater lakes"
"1215","Freshwater_Wetland","","","Eastern Kalahari Bushveld_Depression","VU","NP","F2","F2.5","Lakes","Ephemeral freshwater lakes"
"1216","Freshwater_Wetland","","","Eastern Kalahari Bushveld_Seep","EN","NP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1217","Freshwater_Wetland","","","Eastern Kalahari Bushveld_Unchannelled valley-bottom","EN","NP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1218","Freshwater_Wetland","","","Kalahari Duneveld_Depression","CR","PP","F2","F2.5","Lakes","Ephemeral freshwater lakes"
"1219","Freshwater_Wetland","","","Kalahari Duneveld_Seep","LC","NP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1220","Freshwater_Wetland","","","Karoo Interior_Depression","CR","NP","F2","F2.5","Lakes","Ephemeral freshwater lakes"
"1221","Freshwater_Wetland","","","Karoo Interior_Floodplain","LC","NP","TF1","TF1.5","Palustrine wetlands","Episodic arid floodplains"
"1222","Freshwater_Wetland","","","Karoo Interior_Seep","LC","PP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1223","Freshwater_Wetland","","","Karoo Interior_Unchannelled valley-bottom","LC","PP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1224","Freshwater_Wetland","","","Knersvlakte_Depression","EN","PP","F2","F2.5","Lakes","Ephemeral freshwater lakes"
"1225","Freshwater_Wetland","","","Kwa-Zulu Natal Coastal Belt_Floodplain","EN","NP","TF1","TF1.4","Palustrine wetlands","Seasonal floodplain marshes"
"1226","Freshwater_Wetland","","","Kwa-Zulu Natal Coastal Belt_Seep","CR","NP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1227","Freshwater_Wetland","","","Kwa-Zulu Natal Coastal Belt_Unchannelled valley-bottom","EN","NP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1228","Freshwater_Wetland","","","Lowveld_Depression","EN","MP","F2","F2.3","Lakes","Seasonal freshwater lakes"
"1229","Freshwater_Wetland","","","Lowveld_Floodplain","VU","WP","TF1","TF1.4","Palustrine wetlands","Seasonal floodplain marshes"
"1230","Freshwater_Wetland","","","Lowveld_Seep","LC","MP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1231","Freshwater_Wetland","","","Lowveld_Unchannelled valley-bottom","LC","MP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1232","Freshwater_Wetland","","","Maputaland Coastal Belt_Depression","CR","WP","F2","F2.3","Lakes","Seasonal freshwater lakes"
"1233","Freshwater_Wetland","","","Maputaland Coastal Belt_Floodplain","EN","MP","TF1","TF1.4","Palustrine wetlands","Seasonal floodplain marshes"
"1234","Freshwater_Wetland","","","Maputaland Coastal Belt_Seep","CR","MP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1235","Freshwater_Wetland","","","Maputaland Coastal Belt_Unchannelled valley-bottom","CR","PP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1236","Freshwater_Wetland","","","Mesic Highveld Grassland_Depression","LC","PP","F2","F2.3","Lakes","Seasonal freshwater lakes"
"1237","Freshwater_Wetland","","","Mesic Highveld Grassland_Floodplain","VU","PP","TF1","TF1.4","Palustrine wetlands","Seasonal floodplain marshes"
"1238","Freshwater_Wetland","","","Mesic Highveld Grassland_Seep","VU","PP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1239","Freshwater_Wetland","","","Mesic Highveld Grassland_Unchannelled valley-bottom","VU","PP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1240","Freshwater_Wetland","","","Mopane_Depression","CR","WP","F2","F2.3","Lakes","Seasonal freshwater lakes"
"1241","Freshwater_Wetland","","","Mopane_Floodplain","EN","WP","TF1","TF1.4","Palustrine wetlands","Seasonal floodplain marshes"
"1242","Freshwater_Wetland","","","Mopane_Seep","LC","WP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1243","Freshwater_Wetland","","","Mopane_Unchannelled valley-bottom","LC","PP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1244","Freshwater_Wetland","","","Namaqualand_Depression","CR","PP","F2","F2.5","Lakes","Ephemeral freshwater lakes"
"1245","Freshwater_Wetland","","","Northwest Fynbos_Depression","CR","PP","F2","F2.5","Lakes","Ephemeral freshwater lakes"
"1246","Freshwater_Wetland","","","Northwest Fynbos_Floodplain","EN","PP","TF1","TF1.4","Palustrine wetlands","Seasonal floodplain marshes"
"1247","Freshwater_Wetland","","","Northwest Fynbos_Seep","EN","MP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1248","Freshwater_Wetland","","","Northwest Fynbos_Unchannelled valley-bottom","EN","PP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1249","Freshwater_Wetland","","","Pondoland Coastal Belt_Floodplain","LC","NP","TF1","TF1.4","Palustrine wetlands","Seasonal floodplain marshes"
"1250","Freshwater_Wetland","","","Pondoland Coastal Belt_Seep","LC","NP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1251","Freshwater_Wetland","","","Pondoland Coastal Belt_Unchannelled valley-bottom","LC","PP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1252","Freshwater_Wetland","","","Southern Fynbos_Depression","VU","WP","F2","F2.5","Lakes","Ephemeral freshwater lakes"
"1253","Freshwater_Wetland","","","Southern Fynbos_Floodplain","VU","PP","TF1","TF1.5","Palustrine wetlands","Episodic arid floodplains"
"1254","Freshwater_Wetland","","","Southern Fynbos_Seep","LC","MP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1255","Freshwater_Wetland","","","Southern Fynbos_Unchannelled valley-bottom","VU","PP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1256","Freshwater_Wetland","","","Southwest Fynbos_Depression","LC","WP","F2","F2.5","Lakes","Ephemeral freshwater lakes"
"1257","Freshwater_Wetland","","","Southwest Fynbos_Floodplain","VU","PP","TF1","TF1.5","Palustrine wetlands","Episodic arid floodplains"
"1258","Freshwater_Wetland","","","Southwest Fynbos_Seep","VU","WP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1259","Freshwater_Wetland","","","Southwest Fynbos_Unchannelled valley-bottom","EN","PP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1260","Freshwater_Wetland","","","Sub-Escarpment Grassland_Depression","EN","PP","F2","F2.3","Lakes","Seasonal freshwater lakes"
"1261","Freshwater_Wetland","","","Sub-escarpment Grassland_Floodplain","VU","PP","TF1","TF1.4","Palustrine wetlands","Seasonal floodplain marshes"
"1262","Freshwater_Wetland","","","Sub-escarpment Grassland_Seep","VU","NP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1263","Freshwater_Wetland","","","Sub-escarpment Grassland_Unchannelled valley-bottom","LC","PP","TF1","TF1.3","Palustrine wetlands","Permanent marshes"
"1264","Freshwater_Wetland","","","Sub-escarpment Savanna_Depression","VU","NP","F2","F2.3","Lakes","Seasonal freshwater lakes"
"1265","Freshwater_Wetland","","","Sub-escarpment Savanna_Floodplain","VU","NP","TF1","TF1.4","Palustrine wetlands","Seasonal floodplain marshes"
